Roll_Number,ar,br,Epochs,Samples_Used,Real_Mean,Real_Std,Generated_Mean,Generated_Std,KS_Statistic,KS_PValue
102317143,2.5,1.2,100,50000,19.308436877555646,11.806222696435201,5.183006887100361,2.2168965563377947,0.8406199999999999,0.0
